wave,flux
579.7349067000001, ,0.045511496278738385
580.4012016, ,1.2775827458591136
581.0690204, ,0.18603327399343728
581.7383737, ,0.1549376115501057
582.4092722999999, ,0.8859311620380282
583.0817268999999, ,1.0696509238835117
583.7557482999999, ,0.3046130704674341
584.4313472, ,-0.009483655378777822
585.1085343999999, ,2.0476616303401958
585.7873207, ,4.666353856606803
586.4677171, ,4.150610056332288
587.1497343999999, ,3.8665568460701594
587.8333835, ,0.6772929102615866
588.5186752999999, ,3.577631680058857
589.2056208, ,4.254437127918966
589.8942308999999, ,3.1612186327780627
590.5845168, ,4.4077236775924264
591.2764894, ,2.0739649181498185
591.9701597999999, ,3.8659890456142194
592.665539, ,2.7554700901854665
593.3626383, ,3.4201981236786514
594.0614688, ,2.5413272001204903
594.7620416, ,3.572774900370387
595.4643679, ,5.109914905934222
596.1684591, ,3.2875413698457985
596.8743264, ,4.298095723766472
597.5819809999999, ,3.9342723267678346
598.2914344, ,5.078180849983849
599.0026978, ,5.180269498076016
599.7157827000001, ,3.8500208530867863
600.4307005, ,3.883963279720014
601.1474627, ,6.682168325274304
601.8660807, ,5.548542008233123
602.5865660000001, ,3.5467682632734947
603.3089302999999, ,4.774773139496849
604.0331851, ,6.231134913130049
604.7593419, ,2.3432977993187785
605.4874126, ,4.899819577894354
606.2174086, ,5.868769611262572
606.9493418, ,6.953690674962685
607.6832239, ,3.909391645404192
608.4190667, ,3.927273702183172
609.1568819, ,5.76820873838266
609.8966815, ,5.297412386040623
610.6384772000001, ,5.143267866880619
611.3822811000001, ,4.457493634106053
612.128105, ,6.760687645589582
612.8759610000001, ,6.942272508535581
613.625861, ,8.26114098117549
614.3778171, ,8.313868660004134
615.1318413, ,5.90742295277483
615.8879458, ,6.805596979388135
616.6461426, ,9.858967759443818
617.4064441, ,6.950288257645483
618.1688624, ,8.604054615655999
618.9334097, ,8.747547259754933
619.7000982000001, ,6.762127463142298
620.4689404000001, ,11.418718501061823
621.2399486, ,8.689703373191989
622.0131351, ,11.100352480150807
622.7885123, ,10.923441132124623
623.5660927, ,9.380063531529693
624.3458887999999, ,11.518859295951545
625.127913, ,11.930683061471749
625.9121779, ,11.463375108054812
626.698696, ,14.276539232538918
627.48748, ,12.815854739940036
628.2785426, ,17.517516959354314
629.0718962999999, ,14.438615846853905
629.8675538, ,18.338505956541084
