wave,flux
1817.164934,0.8017040744648907
1790.1022050000001,2.2884071540236124
1763.812741,2.878542852503265
1738.2646949999998,3.8427248858094436
1713.427949,10.190707628241652
1689.273995,180.89012758178757
1665.7758310000002,625.4380221827644
1642.907862,1419.4161948672104
1620.64581,2648.220677623081
1598.9666300000001,4301.758970717903
1577.8484310000001,6520.294337452896
1557.270407,9329.117159358484
1537.212767,12766.960421809597
1517.65668,16615.26589772318
1498.5842089999999,20786.509299661917
1479.978265,25101.350740957714
1461.822555,29552.13812310213
1444.101535,34129.66287308352
1426.800368,38692.84568526995
1409.904887,43169.025954310535
1393.401553,47514.1293647149
1377.2774220000001,51750.85702996708
1361.520115,56097.31105840898
1346.117782,60392.53930072129
1331.059081,64614.280787614676
1316.3331449999998,68821.57216378475
1301.92956,73125.66566135433
1287.838342,77325.04913884969
1274.049912,81645.95742454418
1260.5550779999999,85914.14745235378
1247.345017,90106.48155731626
1234.4112519999999,94305.39746638645
1221.74564,98483.21808299502
1209.340352,102803.06669119133
1197.187859,106749.9324716953
1185.28092,110902.71864383358
1173.612564,115002.18091421426
1162.1760800000002,118969.53937331225
1150.9650060000001,122986.4788666752
1139.973115,126862.19313927693
1129.194406,130841.7450886943
1118.623093,134602.15085004122
1108.253594,138523.32631497268
1098.0805269999998,142277.3014315118
1088.098695,146054.34700274188
1078.303081,149723.47792401904
1068.688841,153736.87841829722
1059.251295,157796.14780679706
1049.9859199999999,161898.3968255193
1040.8883449999998,166397.65590500765
1031.9543429999999,171338.7462077119
1023.1798259999999,176702.35266619138
1014.5608390000001,182656.74818136872
1006.0935529999999,189361.03776172988
997.774265,196341.141021352
989.5993858999999,204587.7052802216
981.5654412999999,212859.35945631558
973.6690651,221980.92277332247
965.9069952,231253.54052065112
958.2760697000001,240776.5438634932
950.7732231000001,250556.58178080665
943.3954827,260199.37941496968
936.1399648,270206.91436170763
929.0038716,279365.3761124173
921.9844879000001,288868.8480590655
915.0791782,297794.933009518
908.2853836000002,307099.8882379647
901.6006193,316149.388307835
895.0224714,325171.1530436505
888.548595,335069.23600033845
882.1767113,345118.54903945647
875.9046055,356571.4930268545
869.7301242999998,368509.5080358065
863.6511742999999,382280.19994653633
857.6657193,396602.7295741785
851.7717787,414678.9677756592
845.9674256000001,434078.3585782161
840.2507849,455476.49956636573
834.6200316000001,481724.0245870103
829.0733892000001,511561.8688696587
823.6091279,544612.1534994851
818.2255633999999,581770.3589471175
812.9210552000001,623727.1220939261
807.694005,669871.5822912424
802.5428559,718083.5121016736
797.4660904,770286.2803750434
792.4622299,828568.9244428636
787.5298327,888664.8043417069
782.6674933999999,954229.1367177631
777.8738417999999,1029535.9055707969
773.1475413,1113288.5424514187
768.4872882999999,1218224.3279386328
763.8918112000001,1344343.1661766379
759.3598692,1495967.4781411537
754.8902515999999,1680024.1442336268
750.4817767999999,1897575.64351891
746.1332914,2145024.34760374
741.8436694000001,2428163.01958212
737.6118116,2738017.1593184164
733.4366444,3066178.439578471
729.3171195,3409317.540391636
725.2522127999999,3758768.354846039
721.2409241,4104475.119821509
717.282276,4437600.703937665
713.3753136,4741796.088858108
709.5191037000001,5023309.923444611
705.7127343,5269534.664192107
701.9553139,5481723.049338385
698.2459709,5653325.154087901
694.5838534,5785965.940649259
690.9681281000001,5882018.497630073
687.3979803,5951430.835470329
683.8726131,5998522.531033647
680.3912472999999,6023860.252659507
676.9531202000001,6035781.291128114
673.557486,6041710.614866823
670.2036149,6041380.467417347
666.8907926,6041940.282566862
663.6183202999999,6039909.4219488
660.3855139,6041482.879134797
