0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,id
-0.042783223522860264,0.08615600065299989,0.13424335254435493,-0.04420569318762009,-0.07119356636888874,-0.10887308590120577,0.025125107516778353,0.011200858491746906,-1.600214518487253e-05,-0.018748397200989066,0.04426038612407778,0.060388936849584934,-0.010980922673762028,0.03746363449843846,0.09502845544210611,1
-0.10454440478944603,-0.050822848327357756,-0.0818860035899392,0.002123460507160696,0.00840782577898913,0.06676454681001082,0.10165447655125139,-0.2842605353929575,0.01943583054150835,0.06818734310864584,0.06103171844624514,0.06485073864993278,0.18285761884329838,-0.18730304914137308,0.046039399549337945,1
-0.18882798632427547,0.018174767499968075,0.06309725145386591,-0.23216245252689388,0.009259557741106678,-0.01863576762716815,-0.033473862544595764,0.1551618158526463,0.05477546051458205,0.08117316571517444,-0.047561628189016665,0.04484206383833342,0.08626917984365776,-0.04736263982029483,0.10746242593758656,1
-0.09927382218071215,-0.062279473652192135,-0.04580950053014243,0.0043516263109780184,-0.000105155201752416,0.044858238117099325,-0.01925134854708751,0.03369338310699992,-0.127996935534768,0.033678374814328144,0.04283598278315317,-0.007455945512118936,-0.11210756662145382,-0.017170032603768932,-0.050774616062882756,1
-0.04389368300041206,0.11394119689364307,-0.03054632980605773,0.04205345977319677,-0.13816147551187194,-0.13464888203500114,0.1475909607836983,0.025908567178443073,0.02119733283260083,0.0035184626957844283,0.07420700499753241,0.03683175228966495,-0.02250046322163028,-0.03995565048661916,-0.030632506214411555,1
-0.019907558518586443,-0.0634027337312066,0.045185726685148975,0.07334631260021801,-0.04106819135716698,0.018567275341663178,-0.03392137793089062,-0.0044067051208498435,-0.10246162863422403,-0.02191278345405529,0.00044252093810569215,-0.027696411816297353,-0.05430401668231715,-0.0785621738283179,-0.03372584937206502,1
-0.13124278260056071,-0.018581006670204445,-0.0534168367547006,-0.030235861444232848,0.03882343008068942,0.04775554876743039,-0.03179830398586939,0.023769739502837225,-0.07703176134656019,0.02077683095504707,0.015308596797681354,-0.020218428815432857,-0.07621106524622442,-0.007156133874584636,-0.07458286699255079,1
-0.001076879489146726,0.06490043369487286,0.08532778506064817,0.037348420647245355,-0.00014269069907721366,-0.021702122389434503,-0.016919384672911063,-0.0195250538358471,0.013805948396795418,-0.049507977131174045,-0.039822815280259743,-0.002831590688698288,0.055847286893973405,-0.026313237706178896,0.047415519621629876,1
0.03737373984188705,0.03851011554100223,0.06904744640049247,0.06270208670551572,0.048775732541556045,0.04056105034339806,-0.04459658547068257,-0.004103813173043172,-0.05178831370035806,0.04608966542508151,-0.037922429943163756,-0.04361811340793188,0.0443052464630912,-0.08214172395176103,-0.032909703396250795,1
0.059173406448666165,-0.08372941505914014,-0.09839625133526557,-0.020432144580655037,0.013865788817897316,-0.17684597062449298,-0.032124158906915695,0.021152796669362615,-0.12543610150142467,-0.017176994782168276,-0.11325462708182953,-0.006196525580242862,0.18529957268981662,0.09919640671197798,-0.06220568991214223,1
