0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.029883017320584356,0.04248246248695814,-0.02481988997938316,-0.019266030172877726,-0.004435988199086385,0.015126180951534398,-0.011120487545507018,0.026036559123643995,0.004045522408700115,-0.02706632667260479,-0.002201022421523487,0.011426634302398035,0.004431846354686049,-0.036500209938503544,0.0032349038199871
0.05574990515574524,-0.014948939155217833,-0.0083637382057761,-0.04647681490648378,0.03417475977225579,0.003080635144574767,0.042655412844157234,-0.00844747228677381,-0.020992747852056327,-0.024837576317680438,0.004413467067212311,-0.019015352087805137,-0.00042209821349923834,0.015890414080224985,-0.030400300357954803
0.03084508011002096,0.04367718681761404,-0.031156281795306162,-0.014085868664573578,-0.00010781940122864611,0.01634434267288183,-0.019705820484793315,0.023288082208617167,0.010143552430235264,-0.014422533415159589,0.0023577014302502298,0.009828528010664132,-0.0046925146040086435,-0.022923962299280287,0.015881368725271024
0.03672172215590164,0.036214802636801935,-0.033321421434132165,-0.016913283780335006,0.008879633548577355,0.022083536205968007,-0.014510582156144092,0.027348080838373978,0.013471339629254054,-0.025001109637541666,0.0011140655073204166,0.008896650410672176,0.0005562195912048578,-0.036446371399275604,0.011847654267417337
0.040475430381840274,0.016337879988607057,-0.022431714343411527,-0.02892101747778774,0.025344402737879346,0.021043814172569217,0.014443999897449794,0.01971321292521047,0.013694482226346612,-0.01799867860473242,0.004079168750252717,-0.0015500193206776786,0.010067583200978548,-0.02318442979234594,0.0011205926670154547
-0.09634182160519085,0.08170455749265276,0.034613101123264316,-0.031965527715423346,-0.08912315624665304,-0.021464690279618524,-0.03861630266096281,-0.009118644076786121,-0.06551845224191731,-0.01885285940936373,-0.02267630350339824,0.014025760847401762,-0.014956339136024973,0.034914368422142024,-0.06444436988644273
0.032429357817247914,0.04003343760335598,-0.028739431053479265,-0.016540318338794623,-0.0005130852222076619,0.012239232696019935,-0.015714927390909367,0.021405318313864524,0.001437114727380796,-0.021043588785446078,0.0011129035857676555,0.005468564818203937,-0.012991369659695003,-0.010935358374826634,0.011222613757176569
0.03160722534121464,0.03919982085107328,-0.028249017536589566,-0.018500991487804874,0.006140669872876212,0.01889978473052959,-0.011447623281167073,0.027169944401194225,0.010995073416853749,-0.020315886144115888,-0.0011093879657563211,0.009697515369365934,0.0017289602302815038,-0.02826717740900872,0.012329112534092886
0.04132741599747676,0.009637675958096475,-0.012735496610868126,-0.03448155277748015,0.015907369731616654,0.00659363409383629,0.021768459734936452,0.004247271873190343,-0.009183839638685564,-0.020272447703349235,0.003351415494503068,-0.007691859882665457,0.0012201699950105983,-0.0013167302763527344,-0.008236084960637768
0.05782417854819205,-0.03143859259704514,0.034669462320070184,-0.05568893442097457,-0.027205380197077925,-0.07558614998022306,0.0533792397807695,-0.1017909300123789,-0.09845322036102569,0.08366558373467273,0.021428392259105145,0.019106612088812612,0.10197250443486552,-0.02298206968140501,-0.08506855670871893
-0.009480927763407851,0.06958892003752502,-0.01835135915122104,-0.01118783440962395,-0.015116161324780632,0.003033107726906986,-0.032104573445959524,0.01460898218704208,-0.01095672482175152,-0.00046511256686242175,-0.008578430102476768,0.00847657530418118,0.01439564876375725,-0.011602734746568089,-0.010358465445582183
